SERIALNO,SPORDER,PWGTP,SEX,RAC1P,AGEP,COW,JWMNP,JWRIP,JWTR,MAR,SCHG,SCHL
2.02E+12,3,20,1,1,22,1,45,,4,5,15,19
2.02E+12,1,25,1,1,72,7,20,,4,1,,23
2.02E+12,2,27,2,1,68,2,5,,10,1,,22
2.02E+12,1,19,2,1,85,7,,,11,5,,23
2.02E+12,1,21,1,1,63,7,,,11,5,,21
2.02E+12,1,15,2,6,48,6,,,11,1,,21
2.02E+12,2,13,1,6,53,1,20,,4,1,,22
2.02E+12,3,21,1,6,11,,,,,5,8,8
2.02E+12,1,21,2,1,73,1,25,,7,3,,20
2.02E+12,1,84,1,6,29,1,,,,5,16,22
2.02E+12,1,30,2,1,46,1,25,,4,1,,22
2.02E+12,2,30,1,1,43,1,30,,4,1,,22
2.02E+12,3,40,2,1,9,,,,,5,5,5
2.02E+12,4,40,2,1,6,,,,,5,2,3
2.02E+12,1,10,2,1,91,,,,,5,,16
2.02E+12,1,39,2,1,56,,,,,3,,21
2.02E+12,1,40,1,6,37,1,30,,4,1,,21
2.02E+12,2,41,2,6,36,,,,,1,,22
2.02E+12,3,57,1,6,5,,,,,5,1,2
2.02E+12,4,33,1,6,3,,,,,5,1,2
2.02E+12,1,45,2,1,34,3,25,,4,5,,23
2.02E+12,1,79,1,1,43,1,15,,7,1,,21
2.02E+12,2,84,2,1,38,1,,,,1,,21
2.02E+12,3,91,1,1,4,,,,,5,1,1
2.02E+12,4,91,1,1,2,,,,,5,,
2.02E+12,5,92,1,1,1,,,,,5,,
2.02E+12,1,22,1,1,31,1,60,,4,5,,22
2.02E+12,2,29,2,6,35,1,70,10,1,5,,21
2.02E+12,1,138,2,2,67,1,20,1,1,5,,16
2.02E+12,1,25,1,9,47,1,30,,4,3,,24
2.02E+12,2,20,2,9,11,,,,,5,7,8
2.02E+12,3,41,1,9,10,,,,,5,6,7
2.02E+12,1,12,1,6,81,,,,,1,,15
2.02E+12,1,49,1,2,53,2,20,,4,1,,21
2.02E+12,2,34,2,2,45,1,,,,1,,16
2.02E+12,3,23,1,2,19,,,,,5,15,16
2.02E+12,4,42,2,2,15,,,,,5,12,11
2.02E+12,1,25,2,1,83,,,,,1,,18
2.02E+12,2,27,1,1,77,,,,,1,,22
2.02E+12,1,67,2,1,60,6,30,1,1,5,,23
2.02E+12,2,68,2,1,58,4,20,1,1,5,,22
2.02E+12,1,27,2,1,69,,,,,5,,21
2.02E+12,2,40,2,1,94,,,,,2,,16
2.02E+12,1,21,1,1,58,1,45,,4,1,,23
2.02E+12,2,22,2,1,60,1,30,,2,1,,23
2.02E+12,1,25,2,1,55,,,,,3,,21
2.02E+12,1,24,2,1,77,7,,,,3,,21
2.02E+12,1,30,2,1,31,1,15,,4,1,,23
2.02E+12,2,41,1,1,40,7,15,,4,1,,23
2.02E+12,1,16,1,1,68,1,70,,4,1,,22
2.02E+12,2,19,2,1,69,,,,,1,,19
2.02E+12,1,18,2,1,54,1,,,,1,,21
2.02E+12,2,18,1,1,60,7,,,,1,,23
2.02E+12,1,82,1,1,89,,,,,2,,24
2.02E+12,1,28,2,1,54,2,30,,10,3,,23
2.02E+12,1,28,1,1,46,1,75,,4,1,,21
2.02E+12,2,27,2,1,38,1,30,,4,1,,22
2.02E+12,3,26,2,1,8,,,,,5,5,5
2.02E+12,1,31,1,2,66,,,,,5,,20
2.02E+12,1,9,1,1,67,2,,,11,5,,22
2.02E+12,1,46,2,1,48,,,,,1,,23
2.02E+12,2,47,1,1,49,1,45,,4,1,,21
2.02E+12,3,41,1,1,9,,,,,5,5,5
2.02E+12,4,44,2,1,4,,,,,5,1,2
2.02E+12,1,59,1,1,27,1,5,,12,5,,21
2.02E+12,2,89,2,1,25,1,40,,4,5,,21
2.02E+12,1,89,1,1,86,,,,,3,,22
2.02E+12,1,45,1,1,59,,,,,5,,16
2.02E+12,1,38,1,1,54,5,,,,1,,21
2.02E+12,2,29,2,1,52,,,,,1,,21
2.02E+12,1,31,2,9,43,1,30,,4,5,,21
2.02E+12,1,17,2,1,70,,,,,3,,23
2.02E+12,2,23,1,1,66,1,,,,3,,21
2.02E+12,1,24,1,1,68,,,,,1,,23
2.02E+12,2,27,2,1,69,,,,,1,,16
2.02E+12,1,34,1,1,80,,,,,5,,21
2.02E+12,1,30,1,1,91,,,,,1,,23
2.02E+12,2,28,2,1,85,,,,,1,,24
2.02E+12,1,25,2,1,81,1,30,,4,3,,21
2.02E+12,1,30,1,1,83,,,,,5,,22
2.02E+12,1,46,2,1,86,,,,,3,,16
2.02E+12,1,24,2,1,57,2,,,11,1,,21
2.02E+12,2,24,1,1,60,1,20,,7,1,,21
2.02E+12,1,24,2,1,54,1,25,,4,1,,20
2.02E+12,2,22,1,1,63,7,,,11,1,,21
2.02E+12,1,23,1,1,73,1,20,,7,5,,21
2.02E+12,2,39,2,1,69,1,,,,5,,16
2.02E+12,1,51,1,1,80,,,,,5,,23
2.02E+12,1,80,1,6,38,1,,,,1,,21
2.02E+12,2,74,2,6,31,3,50,,4,1,,22
2.02E+12,1,32,2,1,32,1,25,,4,5,,21
2.02E+12,1,17,1,2,35,,,,,5,,14
2.02E+12,1,80,1,1,56,1,45,,4,1,,23
2.02E+12,2,95,2,1,49,1,30,,4,1,,21
2.02E+12,3,83,1,1,11,,,,,5,7,8
2.02E+12,4,92,2,1,9,,,,,5,5,6
2.02E+12,1,12,2,6,23,,,,,5,16,21
2.02E+12,1,11,2,2,80,,,,,5,,16
2.02E+12,1,34,1,2,66,,,,,5,,16
2.02E+12,1,53,2,1,28,1,25,,4,5,,21
2.02E+12,1,38,2,1,34,2,15,,10,5,,22
2.02E+12,1,10,2,1,94,,,,,5,,16
2.02E+12,1,30,2,1,30,1,20,,4,5,,21
2.02E+12,1,39,2,9,34,5,1,,10,5,,20
2.02E+12,2,59,2,8,32,2,,,,5,,21
2.02E+12,3,43,1,8,33,1,60,,4,5,,16
2.02E+12,4,47,1,8,4,,,,,5,1,1
2.02E+12,1,44,1,6,35,1,10,,10,1,,23
2.02E+12,2,43,2,1,37,,,,,1,,24
2.02E+12,3,65,1,9,7,,,,,5,4,4
2.02E+12,4,32,2,9,5,,,,,5,2,1
2.02E+12,1,77,1,1,68,7,,,11,4,,21
2.02E+12,1,27,2,2,41,,,,,5,,14
2.02E+12,1,27,1,1,38,1,20,,4,1,,22
2.02E+12,2,28,2,1,37,2,60,,2,1,,23
2.02E+12,3,28,2,1,2,,,,,5,,
2.02E+12,1,30,2,1,70,,,,,1,,20
2.02E+12,1,29,1,1,47,6,60,,2,1,,22
2.02E+12,2,30,2,1,45,1,,,,1,,21
2.02E+12,3,25,1,1,12,,,,,5,8,9
2.02E+12,4,25,1,1,6,,,,,5,2,2
2.02E+12,1,14,2,1,24,1,50,,4,5,,21
2.02E+12,2,29,2,1,25,1,50,,4,5,,21
2.02E+12,1,41,2,6,50,1,40,,4,5,,21
2.02E+12,1,20,2,1,34,3,40,1,1,1,,22
2.02E+12,2,26,1,1,41,1,50,,10,1,,23
2.02E+12,1,63,1,2,59,4,45,,2,1,,16
2.02E+12,2,59,2,2,54,3,,,,1,,21
2.02E+12,1,71,2,1,81,,,,,2,,22
2.02E+12,1,29,1,1,77,7,,,,1,,19
2.02E+12,2,27,2,1,77,,,,,1,,22
2.02E+12,1,27,2,1,35,3,30,,4,5,,23
2.02E+12,1,140,1,1,35,1,15,,10,1,,23
2.02E+12,2,149,2,1,40,1,20,,2,1,,18
2.02E+12,3,138,1,1,5,,,,,5,2,2
2.02E+12,1,15,2,2,44,,,,,5,,19
2.02E+12,1,28,1,1,82,7,30,1,1,1,,23
2.02E+12,1,22,1,1,30,7,20,1,1,1,,21
2.02E+12,2,20,2,1,25,1,60,1,1,1,,21
2.02E+12,1,26,2,1,68,7,20,,4,1,,20
2.02E+12,2,24,1,1,68,1,20,,4,1,,24
2.02E+12,1,68,2,2,42,1,60,,4,1,,20
2.02E+12,2,118,1,2,45,1,60,,4,1,,16
2.02E+12,1,26,2,6,30,1,30,,4,1,,21
2.02E+12,2,26,1,6,33,1,40,,4,1,,21
2.02E+12,1,75,1,1,76,,,,,2,,22
2.02E+12,2,66,2,1,56,3,,,,3,,19
2.02E+12,1,16,2,1,44,6,,,11,1,,21
2.02E+12,2,18,1,1,48,6,,,11,1,,20
2.02E+12,3,16,1,1,13,,,,,5,10,10
2.02E+12,4,16,1,1,11,,,,,5,8,8
2.02E+12,5,18,2,1,9,,,,,5,5,5
2.02E+12,1,17,1,1,59,,,,,5,,16
2.02E+12,1,82,2,1,37,4,25,,4,1,,22
2.02E+12,2,81,1,1,36,4,30,,4,1,,18
2.02E+12,3,86,2,1,11,,,,,5,8,9
2.02E+12,4,86,2,1,8,,,,,5,5,6
2.02E+12,5,91,1,1,1,,,,,5,,
2.02E+12,1,45,2,1,42,,,,,1,,22
2.02E+12,2,44,1,1,42,1,25,,9,1,,23
2.02E+12,3,61,2,1,9,,,,,5,6,7
2.02E+12,4,61,2,1,6,,,,,5,3,4
2.02E+12,1,41,1,1,50,1,,,,5,,21
2.02E+12,1,22,2,1,25,1,45,,4,5,,22
2.02E+12,1,25,1,1,64,3,,,,5,,22
2.02E+12,1,12,2,1,70,,,,,5,,19
2.02E+12,1,24,1,6,45,1,15,,4,1,,21
2.02E+12,2,26,2,1,35,2,35,,10,1,,17
2.02E+12,1,28,2,1,77,,,,,5,,19
2.02E+12,1,40,2,1,75,,,,,2,,16
2.02E+12,1,30,1,1,39,1,35,,4,1,,23
2.02E+12,2,19,2,1,38,1,35,,4,1,,23
2.02E+12,3,26,2,1,8,,,,,5,4,4
2.02E+12,4,22,1,1,5,,,,,5,1,1
2.02E+12,1,77,2,1,94,,,,,3,,8
2.02E+12,1,72,1,1,69,6,,,,3,,24
2.02E+12,1,46,2,1,50,1,30,,10,1,,22
2.02E+12,1,29,2,1,41,3,30,,2,5,16,22
2.02E+12,1,42,1,1,75,6,35,1,1,1,,24
2.02E+12,2,39,2,1,70,,,,,1,,20
2.02E+12,1,23,1,1,56,1,30,,2,1,,19
2.02E+12,2,25,2,1,52,,,,,1,,16
2.02E+12,3,33,1,1,21,,,,,1,15,19
2.02E+12,4,13,1,1,19,,,,,5,15,19
2.02E+12,1,26,1,6,51,1,20,1,1,1,,21
2.02E+12,2,47,2,6,51,,,,,1,,22
2.02E+12,1,39,1,1,50,2,16,1,1,1,,23
2.02E+12,2,29,2,1,52,1,,,,1,,23
2.02E+12,1,21,1,1,32,1,20,,4,1,,22
2.02E+12,2,36,2,9,32,1,,,,1,,22
2.02E+12,3,45,1,9,1,,,,,5,,
2.02E+12,1,29,1,1,45,1,75,,4,3,,21
2.02E+12,2,20,2,1,34,1,40,,4,5,,20
2.02E+12,1,24,1,1,60,1,45,,10,1,,22
2.02E+12,2,36,2,6,56,7,,,,1,,18
2.02E+12,1,40,2,6,30,2,60,1,1,5,,23
2.02E+12,2,36,2,6,24,,,,,5,16,21
2.02E+12,1,26,1,1,61,6,10,1,1,1,,23
2.02E+12,2,27,2,1,61,,,,,1,,21
2.02E+12,1,87,2,1,36,1,40,,4,1,,16
2.02E+12,2,66,2,1,34,1,40,1,1,1,,16
2.02E+12,3,91,2,1,7,,,,,5,3,4
2.02E+12,4,96,1,1,4,,,,,5,1,2
2.02E+12,5,140,2,1,66,1,,,,2,,16
2.02E+12,1,24,2,1,64,,,,,1,,21
2.02E+12,1,30,2,1,48,,,,,3,,21
2.02E+12,2,26,1,1,12,,,,,5,8,8
2.02E+12,3,31,1,1,14,,,,,5,10,10
2.02E+12,1,57,2,2,53,2,30,,4,5,,24
2.02E+12,1,7,1,1,28,1,15,,10,5,,21
2.02E+12,1,12,1,1,21,,,,,5,15,19
2.02E+12,1,13,1,1,42,7,15,,4,1,,21
2.02E+12,1,24,1,1,31,1,15,,10,5,,21
2.02E+12,1,47,1,1,46,1,45,,10,1,,16
2.02E+12,2,44,2,1,42,1,30,,10,1,,21
2.02E+12,3,65,1,1,15,,,,,5,11,11
2.02E+12,4,46,2,1,13,,,,,5,9,9
2.02E+12,1,19,1,2,73,,,,,1,,11
2.02E+12,2,14,2,2,68,,,,,1,,11
2.02E+12,1,22,1,1,74,,,,,1,,21
2.02E+12,2,25,2,1,51,7,15,,7,1,,21
2.02E+12,1,19,2,6,28,1,5,,10,5,,21
2.02E+12,2,30,1,6,28,1,50,,4,5,,21
2.02E+12,1,22,2,1,31,1,30,,2,5,,22
2.02E+12,1,7,2,1,31,2,30,,4,5,,22
2.02E+12,1,19,1,1,33,2,25,,2,1,,23
2.02E+12,2,19,2,1,33,1,,,,1,,22
2.02E+12,3,26,1,1,1,,,,,5,,
2.02E+12,1,20,2,1,30,1,15,,4,5,,21
2.02E+12,1,26,2,6,45,2,30,,10,5,16,22
2.02E+12,1,80,2,1,37,1,40,,2,1,,22
2.02E+12,2,87,1,1,37,1,30,,4,1,,21
2.02E+12,3,68,1,1,2,,,,,5,,
2.02E+12,4,73,2,1,0,,,,,5,,
2.02E+12,1,19,2,6,29,1,,,,5,16,23
2.02E+12,2,28,2,6,25,1,30,,4,5,,21
2.02E+12,1,24,1,1,57,,,,,5,,21
2.02E+12,1,22,1,1,57,1,30,,4,1,,22
2.02E+12,2,24,2,1,55,,,,,1,,22
2.02E+12,1,21,1,1,64,,,,,1,,22
2.02E+12,2,23,2,1,63,,,,,1,,21
2.02E+12,1,22,2,1,45,2,12,,10,5,,23
2.02E+12,2,22,2,1,4,,,,,5,1,2
2.02E+12,3,21,1,1,4,,,,,5,1,2
2.02E+12,4,23,2,1,1,,,,,5,,
2.02E+12,1,67,1,2,62,9,,,,5,,16
2.02E+12,1,26,1,1,36,2,35,,4,1,,23
2.02E+12,2,25,2,1,36,1,20,,2,1,,21
2.02E+12,3,21,1,1,2,,,,,5,,
2.02E+12,1,63,2,2,58,6,45,,2,5,,22
2.02E+12,2,66,1,2,64,7,15,,7,3,,13
2.02E+12,1,28,1,1,83,1,,,,1,,22
2.02E+12,2,25,2,1,66,1,50,,4,1,,19
2.02E+12,1,69,2,1,35,1,90,1,1,5,,22
2.02E+12,1,22,2,1,46,1,,,,5,,21
2.02E+12,1,22,1,1,63,,,,,1,,23
2.02E+12,2,30,2,8,59,5,,,,1,,21
2.02E+12,1,26,1,1,42,1,45,,4,1,,22
2.02E+12,2,24,2,1,42,1,30,,7,1,,22
2.02E+12,3,23,1,1,10,,,,,5,7,7
2.02E+12,4,24,1,1,6,,,,,5,3,3
2.02E+12,1,22,2,6,34,2,8,,10,1,,24
2.02E+12,2,24,1,1,31,1,60,,4,1,,23
2.02E+12,1,19,1,6,58,1,30,,4,1,,21
2.02E+12,2,16,2,6,53,,,,,1,,20
2.02E+12,1,26,2,1,40,1,,,,1,,21
2.02E+12,2,32,1,1,52,1,25,,4,1,,21
2.02E+12,3,22,1,1,0,,,,,5,,
2.02E+12,4,41,2,1,66,,,,,2,,21
2.02E+12,1,7,1,1,30,1,10,,10,5,16,21
2.02E+12,1,26,2,1,31,1,45,,4,1,,21
2.02E+12,2,29,1,1,40,1,40,,4,1,,21
2.02E+12,1,9,2,6,41,5,139,,4,1,,22
2.02E+12,2,10,1,6,47,1,139,,4,1,,20
2.02E+12,1,34,1,1,28,2,8,,10,5,,23
2.02E+12,1,15,2,6,41,6,45,3,1,1,,23
2.02E+12,2,17,1,6,44,1,20,,4,1,,21
2.02E+12,3,9,2,6,9,,,,,5,6,6
2.02E+12,4,9,2,6,6,,,,,5,3,3
2.02E+12,5,10,1,6,2,,,,,5,,
2.02E+12,1,78,2,1,42,1,40,,4,5,,22
2.02E+12,1,87,1,6,56,4,35,,4,1,,23
2.02E+12,2,74,2,6,52,2,20,,10,1,,21
2.02E+12,3,35,1,6,15,,,,,5,12,12
2.02E+12,1,24,1,1,71,6,,,,1,,18
2.02E+12,2,26,2,1,68,1,,,,1,,19
2.02E+12,1,29,1,1,78,1,,,,1,,21
2.02E+12,2,23,2,1,78,,,,,1,,16
2.02E+12,1,80,2,1,56,1,80,2,1,1,,22
2.02E+12,2,76,1,1,55,7,,,11,1,,21
2.02E+12,3,66,1,1,18,,,,,5,14,16
2.02E+12,4,79,1,1,9,,,,,5,5,6
2.02E+12,1,24,2,1,79,,,,,3,,22
2.02E+12,1,11,1,1,81,,,,,2,,23
2.02E+12,1,37,2,1,50,3,25,,10,5,,23
2.02E+12,2,26,2,6,14,,,,,5,11,11
2.02E+12,3,37,2,1,60,6,15,,10,5,,21
2.02E+12,1,24,1,1,60,4,35,,4,1,,24
2.02E+12,2,42,2,6,57,1,,,,1,,24
2.02E+12,1,22,2,6,73,2,20,,4,3,,23
2.02E+12,1,46,1,1,35,2,40,,4,1,,22
2.02E+12,2,43,2,1,31,2,35,,4,1,16,21
2.02E+12,3,37,1,1,0,,,,,5,,
2.02E+12,1,16,2,1,44,2,60,,4,3,,22
2.02E+12,2,29,1,1,15,,,,,5,12,12
2.02E+12,3,20,1,1,11,,,,,5,8,8
2.02E+12,1,21,2,1,30,1,20,,4,1,,24
2.02E+12,1,68,2,1,89,,,,,2,,11
2.02E+12,1,54,1,1,27,1,30,,4,5,,21
2.02E+12,1,13,2,1,24,1,45,,4,5,,21
2.02E+12,2,33,2,1,25,1,45,,4,5,,22
2.02E+12,1,11,1,1,34,1,30,,4,5,,22
2.02E+12,1,28,2,1,71,1,,,,5,,21
2.02E+12,1,32,1,1,54,1,20,,7,4,,21
2.02E+12,1,45,2,1,67,6,45,,2,5,,23
2.02E+12,1,28,1,1,78,,,,,5,,22
2.02E+12,1,2,2,1,32,,,,,5,,19
2.02E+12,1,54,2,1,49,1,30,,10,1,,22
2.02E+12,2,78,1,1,52,1,75,,10,1,,21
2.02E+12,3,79,1,1,16,,,,,5,13,13
2.02E+12,1,98,1,1,50,2,20,,10,1,,21
2.02E+12,2,70,2,1,47,1,45,,4,1,16,22
2.02E+12,3,85,1,1,23,1,,,,5,,19
2.02E+12,4,85,1,1,21,1,45,,4,5,15,19
2.02E+12,5,80,1,1,12,,,,,5,9,10
2.02E+12,1,8,2,1,77,,,,,2,,16
2.02E+12,1,69,2,2,61,1,20,,10,3,,21
2.02E+12,1,25,2,1,74,7,45,,2,3,,21
2.02E+12,1,29,1,1,36,1,20,,4,1,16,22
2.02E+12,2,27,2,1,33,1,30,,2,1,,23
2.02E+12,3,25,2,1,4,,,,,5,1,1
2.02E+12,4,25,2,1,2,,,,,5,,
2.02E+12,5,25,2,1,0,,,,,5,,
2.02E+12,6,25,2,1,0,,,,,5,,
2.02E+12,1,31,2,6,44,1,15,,10,1,,23
2.02E+12,2,18,2,6,14,,,,,5,11,12
2.02E+12,3,19,2,6,12,,,,,5,8,9
2.02E+12,1,20,2,6,27,1,7,,10,5,,23
2.02E+12,1,42,2,1,74,6,25,,12,3,,21
2.02E+12,1,40,2,1,83,,,,,2,,16
2.02E+12,1,44,2,1,38,1,30,,4,3,,21
2.02E+12,1,10,1,6,39,1,30,,4,1,,23
2.02E+12,2,8,2,6,33,,,,,1,,21
2.02E+12,3,10,2,6,2,,,,,5,,
2.02E+12,1,16,2,1,37,1,45,1,1,5,,21
2.02E+12,1,22,2,1,47,1,20,,9,3,,22
2.02E+12,2,33,1,1,16,,,,,5,12,13
2.02E+12,3,26,1,1,49,1,30,,4,3,,22
2.02E+12,1,75,2,1,31,3,20,1,1,1,,22
2.02E+12,2,95,1,1,32,1,30,,2,1,,21
2.02E+12,1,203,2,1,53,,,,,5,,21
2.02E+12,2,297,1,1,47,1,25,,4,5,,24
2.02E+12,1,86,1,1,31,1,30,,4,5,,21
2.02E+12,2,85,2,1,30,1,30,,4,5,,21
2.02E+12,1,22,2,1,83,,,,,2,,21
2.02E+12,1,180,1,1,63,1,15,,4,3,,23
2.02E+12,2,284,2,1,56,1,15,,4,5,,22
2.02E+12,1,54,1,1,34,1,50,,4,1,,21
2.02E+12,2,44,2,1,32,1,5,,10,1,,23
2.02E+12,3,83,1,1,1,,,,,5,,
2.02E+12,1,179,2,8,36,1,45,1,1,1,,21
2.02E+12,2,250,1,8,37,1,,,11,1,,20
2.02E+12,3,227,1,8,14,,,,,5,10,10
2.02E+12,4,239,2,8,8,,,,,5,4,4
2.02E+12,1,26,2,1,34,1,20,,7,5,,21
2.02E+12,2,39,2,1,58,1,20,,4,3,,21
2.02E+12,1,72,1,1,49,6,55,1,1,1,,23
2.02E+12,2,64,2,1,47,,,,,1,,21
2.02E+12,1,75,2,1,81,,,,,2,,16
2.02E+12,1,80,2,1,75,,,,,3,,16
2.02E+12,1,35,1,1,48,6,,,,1,,24
2.02E+12,2,37,2,1,44,,,,,1,,22
2.02E+12,3,38,1,1,24,1,25,,4,5,,21
2.02E+12,4,36,1,1,9,,,,,5,6,6
2.02E+12,1,34,1,1,68,,,,,1,,18
2.02E+12,1,28,1,1,73,,,,,5,,16
2.02E+12,1,23,2,1,70,1,,,,1,,22
2.02E+12,2,26,1,1,75,7,15,,4,1,16,24
2.02E+12,1,89,1,1,53,1,20,,7,1,,23
2.02E+12,2,74,2,1,52,,,,,1,,21
2.02E+12,1,24,2,1,50,7,,,11,1,,23
2.02E+12,2,25,1,1,48,4,20,1,1,1,,23
2.02E+12,3,27,2,1,16,,,,,5,13,13
2.02E+12,4,21,2,1,11,,,,,5,7,7
2.02E+12,1,28,1,1,34,1,25,,9,5,,22
2.02E+12,1,44,2,1,74,6,50,2,1,1,,21
2.02E+12,2,60,1,6,65,,,,,1,,21
2.02E+12,1,30,2,8,56,,,,,5,,16
2.02E+12,1,66,1,1,49,2,40,,4,5,,21
2.02E+12,1,69,1,1,61,1,2,,10,1,,13
2.02E+12,2,86,2,1,61,,,,,1,,16
2.02E+12,3,67,2,1,21,1,30,,4,5,,19
2.02E+12,1,23,2,1,42,1,,,11,1,,21
2.02E+12,2,23,1,1,45,1,30,,4,1,,21
2.02E+12,3,21,2,1,1,,,,,5,,
2.02E+12,4,24,1,1,12,,,,,5,8,8
2.02E+12,5,20,2,1,9,,,,,5,6,6
2.02E+12,1,13,1,1,56,6,10,,10,5,,17
2.02E+12,1,9,2,2,33,5,40,,2,5,,22
2.02E+12,2,11,1,2,5,,,,,5,2,3
2.02E+12,1,42,1,1,42,2,30,,7,1,,23
2.02E+12,2,41,2,1,40,,,,,1,,21
2.02E+12,3,39,1,1,12,,,,,5,9,9
2.02E+12,4,33,2,1,9,,,,,5,5,5
2.02E+12,1,74,2,1,31,1,40,,4,5,,21
2.02E+12,1,27,1,1,30,2,2,,10,3,,24
2.02E+12,1,26,2,1,68,4,30,,7,2,,22
2.02E+12,1,27,2,1,63,,,,,1,,21
2.02E+12,2,28,1,1,65,1,25,,10,1,,22
2.02E+12,1,27,1,1,67,2,,,,1,,21
2.02E+12,2,29,2,1,73,,,,,1,,21
2.02E+12,1,31,1,1,70,7,45,3,1,1,,18
2.02E+12,2,25,2,1,53,1,45,,4,1,,21
2.02E+12,3,45,1,1,16,,,,,5,12,12
2.02E+12,4,33,1,1,13,,,,,5,10,11
2.02E+12,1,25,2,1,86,,,,,2,,15
2.02E+12,1,38,2,8,58,3,50,,2,4,,21
2.02E+12,1,25,2,1,36,7,35,1,1,5,,21
2.02E+12,1,43,2,1,88,,,,,2,,20
2.02E+12,1,21,2,1,45,1,,,,2,,22
2.02E+12,2,21,2,1,11,,,,,5,,8
2.02E+12,1,34,1,1,29,1,,,,5,,23
2.02E+12,2,47,2,1,37,2,45,,4,5,,21
2.02E+12,1,24,1,1,56,7,5,,7,1,,23
2.02E+12,2,26,2,1,51,1,,,,1,,22
2.02E+12,3,27,1,1,22,1,,,,5,,21
2.02E+12,4,32,1,1,17,1,,,,5,14,14
2.02E+12,1,25,2,1,50,7,50,,10,1,,22
2.02E+12,2,31,1,1,54,1,20,,4,1,,22
2.02E+12,1,18,2,1,22,1,,,,5,,19
2.02E+12,2,55,2,1,2,,,,,5,,
2.02E+12,3,29,1,1,22,1,,,,5,,15
2.02E+12,1,57,2,1,26,6,30,,4,5,,21
2.02E+12,1,25,2,1,30,1,28,,4,1,,23
2.02E+12,2,26,1,1,31,1,25,,4,1,,21
2.02E+12,1,16,1,1,67,1,,,,1,,22
2.02E+12,2,18,2,1,66,7,,,,1,,16
2.02E+12,1,100,1,1,50,7,,,11,5,,20
2.02E+12,1,19,2,1,29,2,15,,2,5,,21
2.02E+12,1,16,2,6,70,6,23,,4,5,,22
2.02E+12,2,23,2,6,71,7,25,,10,5,,21
2.02E+12,1,30,1,1,51,1,20,,10,5,,16
2.02E+12,1,23,2,1,70,,,,,2,,22
2.02E+12,1,16,2,1,71,,,,,5,,16
2.02E+12,1,62,2,1,31,2,45,,2,5,,19
2.02E+12,2,40,2,1,23,9,,,,5,,21
2.02E+12,1,22,1,1,56,6,60,1,1,1,,23
2.02E+12,2,24,2,1,43,7,60,,9,1,,21
2.02E+12,3,25,2,1,17,6,60,,9,5,13,14
2.02E+12,4,25,2,1,15,,,,,5,11,12
2.02E+12,1,42,1,1,40,1,40,,4,1,,22
2.02E+12,2,28,1,1,59,7,,,11,1,,19
2.02E+12,1,30,2,6,38,2,10,,10,5,,22
2.02E+12,1,27,1,6,28,1,5,,10,5,,22
2.02E+12,1,42,2,1,38,1,35,,7,4,,23
2.02E+12,1,43,1,2,56,3,20,,4,5,,21
2.02E+12,1,33,1,1,26,1,35,,4,5,,21
2.02E+12,1,25,1,1,72,1,40,,4,1,,23
2.02E+12,2,27,2,1,68,,,,,1,,21
2.02E+12,1,25,1,1,46,1,40,,4,5,,21
2.02E+12,2,19,2,1,28,3,,,,5,,22
2.02E+12,1,35,2,1,69,,,,,1,,16
2.02E+12,2,40,1,1,76,,,,,1,,15
2.02E+12,3,45,2,1,46,2,15,,10,5,,21
2.02E+12,1,31,1,1,31,1,40,,4,1,,22
2.02E+12,2,37,2,2,34,2,,,,1,,22
2.02E+12,3,48,1,1,1,,,,,5,,
2.02E+12,1,47,2,1,62,1,30,,4,3,,19
2.02E+12,2,47,1,1,22,2,,,,5,,21
2.02E+12,1,231,2,1,76,,,,,2,,11
2.02E+12,1,21,2,1,46,2,25,,10,1,,22
2.02E+12,2,24,1,1,46,1,10,,9,1,,22
2.02E+12,3,22,2,1,3,,,,,5,,1
2.02E+12,4,21,1,1,3,,,,,5,,1
2.02E+12,1,86,1,1,37,1,15,,10,1,,20
2.02E+12,2,81,2,1,31,1,,,,1,,21
2.02E+12,3,74,2,1,1,,,,,5,,
2.02E+12,1,81,2,1,52,4,50,1,1,5,,24
2.02E+12,1,78,1,1,73,1,60,1,1,2,,21
2.02E+12,1,6,1,2,64,,,,,1,,17
2.02E+12,1,14,1,1,55,1,15,,4,5,,19
2.02E+12,1,9,1,1,56,1,25,,4,1,,21
2.02E+12,2,9,2,1,54,1,,,,1,,22
2.02E+12,3,9,1,1,23,1,20,,10,5,,21
2.02E+12,1,79,1,1,36,1,40,,4,1,,21
2.02E+12,2,77,2,1,37,,,,,1,,16
2.02E+12,3,138,1,1,1,,,,,5,,
2.02E+12,1,26,1,1,65,1,20,,7,1,,22
2.02E+12,2,27,2,1,65,,,,,1,,21
2.02E+12,3,16,2,1,23,1,30,,4,5,,21
2.02E+12,1,82,2,1,78,,,,,2,,12
2.02E+12,1,42,1,1,30,1,15,,10,1,,21
2.02E+12,2,31,2,1,28,1,20,,4,1,,21
2.02E+12,1,37,2,1,56,1,45,,4,5,,16
2.02E+12,2,63,2,1,32,1,60,,4,5,,21
2.02E+12,1,26,1,1,73,1,30,,7,1,,23
2.02E+12,2,26,2,1,71,,,,,1,,21
2.02E+12,1,27,1,6,33,1,25,,4,1,,24
2.02E+12,2,24,2,6,32,,,,,1,,22
2.02E+12,1,21,2,1,47,2,40,,2,1,,22
2.02E+12,2,29,1,1,50,1,35,,4,1,,22
